oid,host_name,host_ra,host_dec,host_offset,host_source,host_redshift_spec,host_redshift,host_redshift_error,host_redshift_type,index
ZTF21abeapez,SDSS J163534.38+145137.0,248.893242388951,14.8603014011017,1.1087395349554596,SDSSDR16,False,0.133482,0.020171,photoz,9.0
ZTF21abeakzi,SDSS J141755.77+601411.4,214.482380955242,60.2365002558674,1.2708437224468574,SDSSDR16,False,0.169626,0.05511,photoz,10.0
ZTF21abeagou,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.0
ZTF21abeagec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0
ZTF21abeagbh,WISEA J152717.18+213225.8,231.82163,21.5405,4.709948833976118,NED,True,0.091118,NULL,NULL,13.0
ZTF21abeafwt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.0
ZTF21abeaeby,SDSS J171022.78+175741.9,257.594929763526,17.9616514316194,1.7963160894919756,SDSSDR16,False,0.040095,0.010217,photoz,15.0
ZTF21abdzjqw,SDSS J155041.16+554627.4,237.671488085432,55.7742947210367,2.0331172834907254,SDSSDR16,False,0.127011,0.025604,photoz,16.0
ZTF21abdzcwo,WISEA J152435.38+273802.1,231.14734,27.63386,6.964942203118616,NED,True,0.0694,NULL,NULL,17.0
ZTF21abdyzsw,SDSS J153215.19+033823.0,233.063288479003,3.63974343628582,0.553818829882344,SDSSDR16,False,0.122289,0.016092,photoz,18.0
ZTF21abdxmpc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.0
ZTF21abdxlyd,SDSS J131421.28+574050.8,198.588670382466,57.6807772084538,1.5230729184780762,SDSSDR16,False,0.284737,0.110948,photoz,20.0
ZTF21abdxgpk,WISEA J150647.44-015445.4,226.69769,-1.91268,3.001031802265505,NED,True,0.07074,NULL,NULL,21.0
ZTF21abdxgav,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.0
ZTF21abdxbid,SDSS J112143.51-030750.6,170.431300566215,-3.13074074115619,0.2835806351994943,SDSSDR16,False,0.396989,0.063304,photoz,23.0
ZTF21abdwzxq,SDSS J105040.29+202802.6,162.66786605765,20.4674007406288,0.2949712718383053,SDSSDR16,False,0.386248,0.168649,photoz,24.0
ZTF21abdwyfk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.0
ZTF21abdwstf,SDSS J122655.12+061206.3,186.729661358471,6.20175282163914,2.66092943357841,SDSSDR16,False,0.082437,0.030122,photoz,26.0
ZTF21abdwpzy,WISEA J112401.34+023043.4,171.00554,2.51201,6.062448024037508,NED,True,0.093571,NULL,NULL,27.0
ZTF21abdwlvp,SDSS J142650.12+495749.7,216.70882836855,49.9638164817328,5.2393623689944,SDSSDR16,False,0.116194,0.022995,photoz,28.0
ZTF21abdwjhp,SDSS J141309.46+244636.6,213.289426243744,24.7768393754103,0.6341085506076877,SDSSDR16,False,0.205857,0.03988,photoz,30.0
ZTF21abdwdax,SDSS J112516.08+152602.9,171.316999207102,15.4341638681412,1.575252964678564,SDSSDR16,False,0.095516,0.163656,photoz,31.0
ZTF21abdvjnz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.0
ZTF21abdppum,SDSS J161304.01+172446.7,243.266710363945,17.4129966202826,3.614783233417248,SDSSDR16,False,0.192685,0.035193,photoz,33.0
ZTF21abdphiv,WISEA J123408.12+034926.1,188.53398,3.82388,3.081635577993065,NED,True,0.084095,NULL,NULL,34.0
ZTF21abdludo,SDSS J125748.07+355033.6,194.450306134336,35.8426736229391,1.3914304123098395,SDSSDR16,False,0.16445,0.039924,photoz,35.0
ZTF21abdllvi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.0
ZTF21abdgieb,SDSS J163906.15+454023.5,249.77564,45.67321,3.155024372794804,NED,NULL,NULL,NULL,NULL,37.0
ZTF21abdfrxg,SDSS J134149.30+183606.1,205.45545,18.60171,2.5104091432985096,NED,NULL,NULL,NULL,NULL,38.0
ZTF21abdbync,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.0
ZTF21abdbdvp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.0
ZTF21abcxwxi,NGC 4895A,195.03798,28.1704,11.155742667470085,NED,True,0.022619,NULL,NULL,41.0
ZTF21abcwwwh,SDSS J145147.70+263323.4,222.948732024819,26.5565226819734,1.6777642995000297,SDSSDR16,False,0.181903,0.020984,photoz,42.0
ZTF21abcwnxz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.0
ZTF21abcwnjl,SDSS J150011.64+230124.4,225.04847920727,23.0234707036324,1.9866092122804653,SDSSDR16,False,0.183735,0.04402,photoz,44.0
ZTF21abcwlzk,WISEA J151326.09+372812.6,228.35908,37.47008,0.1484307369863763,NED,NULL,NULL,NULL,NULL,45.0
ZTF21abconbf,SDSS J124112.75+105823.2,190.30311645202,10.9731253646591,0.359384717230846,SDSSDR16,False,0.094543,0.019346,photoz,46.0
ZTF21abbthxb,WISEA J222900.08+203525.3,337.25053,20.59014,1.0089481330985668,NED,NULL,NULL,NULL,NULL,47.0
ZTF18aakpbhx,SDSS J113845.79+545853.7,174.690793060231,54.9816001204395,0.7798231731607306,SDSSDR16,False,0.066369,0.018832,photoz,48.0
ZTF18aahbypm,WISEA J123941.91+163216.5,189.92467,16.53797,0.3763372430487705,NED,True,0.066041,NULL,NULL,49.0
ZTF18aagtwyh,WISEA J123941.91+163216.5,189.92467,16.53797,0.2209244771745882,NED,True,0.066041,NULL,NULL,50.0
